ISIN,Mkt-RF_Alpha 1,Mkt-RF_Beta 1,Mkt-RF_R2 1,Mkt-RF_Alpha p-value 1,Mkt-RF_Beta p-value 1,Mkt-RF_Alpha t-value 1,Mkt-RF_Beta t-value 1,Mkt-RF_Alpha t-value adjusted 1,Mkt-RF_Beta t-value adjusted 1,SMB_Alpha 1,SMB_Beta 1,SMB_R2 1,SMB_Alpha p-value 1,SMB_Beta p-value 1,SMB_Alpha t-value 1,SMB_Beta t-value 1,SMB_Alpha t-value adjusted 1,SMB_Beta t-value adjusted 1,HML_Alpha 1,HML_Beta 1,HML_R2 1,HML_Alpha p-value 1,HML_Beta p-value 1,HML_Alpha t-value 1,HML_Beta t-value 1,HML_Alpha t-value adjusted 1,HML_Beta t-value adjusted 1,MOM_Alpha 1,MOM_Beta 1,MOM_R2 1,MOM_Alpha p-value 1,MOM_Beta p-value 1,MOM_Alpha t-value 1,MOM_Beta t-value 1,MOM_Alpha t-value adjusted 1,MOM_Beta t-value adjusted 1,Excess Return 1,Standard Deviation 1,Up Market Capture Ratio 1,Down Market Capture Ratio 1,Mkt-RF_Alpha 3,Mkt-RF_Beta 3,Mkt-RF_R2 3,Mkt-RF_Alpha p-value 3,Mkt-RF_Beta p-value 3,Mkt-RF_Alpha t-value 3,Mkt-RF_Beta t-value 3,Mkt-RF_Alpha t-value adjusted 3,Mkt-RF_Beta t-value adjusted 3,SMB_Alpha 3,SMB_Beta 3,SMB_R2 3,SMB_Alpha p-value 3,SMB_Beta p-value 3,SMB_Alpha t-value 3,SMB_Beta t-value 3,SMB_Alpha t-value adjusted 3,SMB_Beta t-value adjusted 3,HML_Alpha 3,HML_Beta 3,HML_R2 3,HML_Alpha p-value 3,HML_Beta p-value 3,HML_Alpha t-value 3,HML_Beta t-value 3,HML_Alpha t-value adjusted 3,HML_Beta t-value adjusted 3,MOM_Alpha 3,MOM_Beta 3,MOM_R2 3,MOM_Alpha p-value 3,MOM_Beta p-value 3,MOM_Alpha t-value 3,MOM_Beta t-value 3,MOM_Alpha t-value adjusted 3,MOM_Beta t-value adjusted 3,Excess Return 3,Standard Deviation 3,Up Market Capture Ratio 3,Down Market Capture Ratio 3,Mkt-RF_Alpha 5,Mkt-RF_Beta 5,Mkt-RF_R2 5,Mkt-RF_Alpha p-value 5,Mkt-RF_Beta p-value 5,Mkt-RF_Alpha t-value 5,Mkt-RF_Beta t-value 5,Mkt-RF_Alpha t-value adjusted 5,Mkt-RF_Beta t-value adjusted 5,SMB_Alpha 5,SMB_Beta 5,SMB_R2 5,SMB_Alpha p-value 5,SMB_Beta p-value 5,SMB_Alpha t-value 5,SMB_Beta t-value 5,SMB_Alpha t-value adjusted 5,SMB_Beta t-value adjusted 5,HML_Alpha 5,HML_Beta 5,HML_R2 5,HML_Alpha p-value 5,HML_Beta p-value 5,HML_Alpha t-value 5,HML_Beta t-value 5,HML_Alpha t-value adjusted 5,HML_Beta t-value adjusted 5,MOM_Alpha 5,MOM_Beta 5,MOM_R2 5,MOM_Alpha p-value 5,MOM_Beta p-value 5,MOM_Alpha t-value 5,MOM_Beta t-value 5,MOM_Alpha t-value adjusted 5,MOM_Beta t-value adjusted 5,Excess Return 5,Standard Deviation 5,Up Market Capture Ratio 5,Down Market Capture Ratio 5
LU0209158541,0.0006312095240450493,0.642272734426919,0.19324461571478868,0.3459944890660954,2.484821504127227e-13,0.9441697404709409,7.738428409477846,0.0003856674980897203,0.6419928603146687,0.0013579993112289698,0.060463493984525093,0.0006704583313844603,0.06672854133205788,0.6824904930027542,1.841529959450272,0.4095449143076491,0.00114265507607713,0.020318615874361626,0.0014759294362230015,-0.819957965062637,0.20824724883332046,0.025224217946454127,2.2941405843330855e-14,2.251476205529707,-8.108954248371878,0.001320597089937695,-0.8197112943974945,0.0011847238599099602,0.5930659642795524,0.1955683614314161,0.07433159243731573,1.7226881387772891e-13,1.7920659801038952,7.796052072408575,0.0009873303957752756,0.5928220031670429,0.054751529418242025,0.011669644954877004,1.3416898602140965,1.4112793700128385,0.0005691445114240991,0.7503984070573075,0.31722498930547693,0.17762033797455296,1.7134079991317106e-64,1.3493788528595954,18.71675518337184,0.00042150766420687624,0.750398401476354,0.0007779516269255785,-0.38804761301204393,0.021173987962687768,0.12373839867378007,5.9266162792392466e-05,1.5409915402251277,-4.0386317278849715,0.0006113387855525601,-0.3812096059898177,0.0006451436818861572,-0.6887702017559971,0.08891351210047083,0.18599976187076134,5.456299118899629e-17,1.3237124112636853,-8.578073294370547,0.0004734416428618696,-0.6886405840136088,0.0007021259712747859,0.2873079740232154,0.023909694374281365,0.16457156972575834,1.9527223583393046e-05,1.3912117771485288,4.297616769215408,0.0005274555210450224,0.28340031706316554,0.3699695057816642,0.014015953748649179,1.4301840835727688,1.3317923749943144,0.0006192860029192249,0.749903011401612,0.2969435959696416,0.032822443692494346,2.3533155512573017e-98,2.1366071135724454,23.050599131001203,0.0005461763731212696,0.7499030113284548,0.0007727354198781536,-0.44514631083253137,0.02730086801029863,0.023618070423444236,3.6383500167413324e-09,2.2660428837452753,-5.942090802211368,0.0006925859047685297,-0.4439771196482093,0.0008244583484881063,-0.6079510064960724,0.06581625586492501,0.01367861054187496,2.1877885844021478e-20,2.4690677517748183,-9.41435897049885,0.0007546566131071118,-0.607901431301174,0.0007497227512519261,0.36354976035988484,0.03413358240056663,0.027581368741538072,3.881487446738664e-11,2.205755865179888,6.667648898014772,0.0006671278782826919,0.36308754886803746,0.6803365973354485,0.012254764875658323,1.4799898837805996,1.3488171491481464
LU0721876877,7.63903138190162e-05,0.7493261223741876,0.1856146968059187,0.9239647859446116,8.216948069895495e-13,0.09553706457906394,7.548509756244639,6.960328377302468e-06,0.7489313063788134,0.0007799937366695475,0.602272437514316,0.04694328451707508,0.3637816826742909,0.0005330638974195268,0.9098429545940395,3.5091131159233906,0.00046597805221702137,0.5842503735863589,0.0010664770805862357,-0.9935374340072518,0.2157579209302959,0.17093001409470765,6.851178646432258e-15,1.3731693644951015,-8.293317804906904,0.0007963353679622274,-0.993288867805803,0.0006707102299690624,0.8527900547704899,0.2853507598748276,0.36675269792168796,5.3981948030177694e-20,0.9042134989443045,9.991094181728137,0.0003991663636062559,0.8527509918188761,-0.05384614363329479,0.013891736946963761,1.5743939978355792,1.9175559100869741,0.0007352626946611302,0.7835568651232825,0.35774593902897656,0.06795206836032126,1.5516136275569963e-74,1.8279499590292063,20.49366344205481,0.0006170745401827699,0.7835568641374898,0.0009487963873886809,-0.4615209753602153,0.03097887232255836,0.05510597083799435,1.1189231662616156e-06,1.9210198635515392,-4.909664912045818,0.0008098380222165728,-0.4581172770074418,0.0008073957818135995,-0.7495813388571644,0.10891976244031021,0.08886607888545746,1.1445003186986769e-20,1.703609720680126,-9.600207271142969,0.000660429341530971,-0.7495305811818782,0.0007913085062540559,0.5227204021683877,0.08185923013891527,0.10056362368644842,1.0402832147012884e-15,1.6441424764587254,8.19907510422403,0.0006384449956302667,0.5225767022978753,0.5035659357775998,0.013782338892287681,1.4883030272051114,1.3434532164607256,0.000581070532720389,0.8023820725198798,0.3345077139645881,0.04116379894358846,2.2186588690337183e-113,2.043976022882782,25.14617168319076,0.0005058144957876317,0.8023820725102518,0.0007521008563523878,-0.4402255506689429,0.026272495397044904,0.028953756834168443,7.202129531342567e-09,2.1866229463585163,-5.8260239293091605,0.0006676434376991859,-0.4389269811592905,0.0008015240665366961,-0.6333430940656345,0.07028360403831246,0.01714388282027638,1.0389601830695239e-21,2.3867763718686232,-9.751963951710758,0.000727843533485489,-0.6333062459819068,0.0006567573043769087,0.6051202526825497,0.09305023152204583,0.048150603619314385,1.5283120363643945e-28,1.977964751181626,11.3607612328491,0.000565894584079001,0.6051132069561458,0.653160985613887,0.012354394230087785,1.5542646219931475,1.4404481302024914
LU0724618946,0.0005979203394161273,0.6565957056018604,0.12771849309094396,0.4946076913551152,5.253198646802502e-09,0.6840015801508369,6.050183747891988,0.00029621345844084006,0.6550478279793797,0.0012766182959252559,0.2987050104269334,0.010348075916758237,0.16777604191271217,0.1071807301973906,1.383400949125311,1.6168084517180552,0.0009565389390276455,0.23940271301322627,0.0014962239405887801,-1.1188846071155747,0.245220047622288,0.06420320828049629,5.372166431909006e-17,1.858992418453259,-9.012345079533738,0.0012630680188460976,-1.1187482199317167,0.001093136004694678,0.8271583139368209,0.24057979659954265,0.17716717865104617,1.1665241898209828e-16,1.3533471016662375,8.899354513635188,0.0008106980742391883,0.8270454258581494,0.05053923328636667,0.014674489548459164,1.6447667055914335,1.8579058343729768,0.0008033891599318564,0.8618900116527468,0.33151374971292,0.0870658065020004,5.775284613167572e-68,1.7133142121690872,19.33704938267517,0.0006585643192477629,0.8618900082054554,0.0010414731309433506,-0.4675686213677829,0.024352166848675805,0.06629120428574782,1.632198445264096e-05,1.839115789128124,-4.338183678675953,0.0008759227321619359,-0.4614620684527373,0.0008377060189649872,-1.0138436117144383,0.15260728606688523,0.11310040934503778,5.703360243170951e-29,1.586256450982901,-11.652817496240068,0.0006662355986797893,-1.0138347968298254,0.0008743818055696018,0.5498476937501542,0.06937096673375132,0.11470457247528357,1.8361429547883607e-13,1.579221884942194,7.496978194294256,0.000694140733557176,0.5495426612270318,0.5739948317237875,0.015747963655444046,1.6770511791397273,1.5254830035197247,0.0008693129083929755,0.8561441926877783,0.3181055362394931,0.005847764809883158,1.0187990271364729e-106,2.7609138207134327,24.225198933434903,0.0008143428129336567,0.8561441926619748,0.001045273946752485,-0.5041419476331418,0.028779960726271203,0.0054996331309539095,1.3624471657801902e-09,2.7810237135670204,-6.105575439738812,0.000980493062322224,-0.5030175106726542,0.0010929877641074573,-0.8904205843223763,0.11603794273830315,0.0023316091861573644,1.3300736037262444e-35,3.050603348693944,-12.85060335189992,0.0010412562607794132,-0.8904182473742821,0.0009610589182302623,0.608487812627075,0.0785907698132825,0.008782847066160239,3.4756471510216595e-24,2.6244955090851203,10.358570178930536,0.0008914049127474783,0.6084685115291089,1.0378350983924534,0.013517918348705374,1.6886439722795623,1.4828944320715385
LU0828813369,0.0006272633779103481,0.6424063259866333,0.19329875075657155,0.3490292986191016,2.4637339222342013e-13,0.9382348016124111,7.739771927261603,0.0003818039399852387,0.6421267695026032,0.0013539114026650863,0.061555298530822256,0.0006947958161429568,0.06756240524972768,0.6770969351395326,1.8358841517457405,0.41691692608031383,0.001137999845598567,0.020985698929932975,0.0014721137056557857,-0.8197627542996194,0.20811982805094387,0.025621888392014378,2.3414460681588816e-14,2.2453222437484444,-8.105820816202536,0.0013162265634171428,-0.8195153684066598,0.0011809636651919238,0.5929678940787223,0.19547712953554652,0.07528594218643672,1.747674610019055e-13,1.7861555198488246,7.793791505253289,0.0009830302811725158,0.5927234212849666,0.053796055891110035,0.011670437671293624,1.340961034599619,1.411702401728517,0.0005655420009241622,0.7506746693083672,0.31732125406276934,0.18044044702634474,1.6244621270847112e-64,1.3406421111273743,18.72091463287903,0.0004175523339089431,0.7506746637485331,0.0007745482474156508,-0.3866602277704659,0.0210137561807473,0.12550016846752995,6.325488319516181e-05,1.533792537771582,-4.02299249790012,0.0006074657954257682,-0.3797392722224109,0.000641541260491009,-0.6891410448963537,0.08897077103171103,0.18854799767720926,5.3268700116276225e-17,1.3160774879119224,-8.58110457532345,0.0004694893884732506,-0.6890117498901442,0.0006985862152779798,0.28737664195452167,0.023910774933142087,0.1667988002822968,1.9518673749792046e-05,1.3838992927089178,4.297716258784159,0.000523520869697082,0.2834684398911107,0.36731275280356834,0.014018986434849655,1.429656226081843,1.3322589874431636,0.0006143392300758175,0.749950262800063,0.2969548220172308,0.034246733288025986,2.3297542077109422e-98,2.1194636244202973,23.051218880330833,0.0005405595288125744,0.7499502627269465,0.0007679705941764832,-0.44426611411860134,0.027190611016080557,0.024504100274448024,3.914719972821925e-09,2.2518431070302247,-5.929743767422524,0.0006871761392074138,-0.4430847379877208,0.0008194767150762575,-0.6088774180033907,0.06601117052980465,0.01425076709700808,1.9159120510892353e-20,2.454296692132545,-9.4292727103056,0.0007490643215502264,-0.6088285022484234,0.0007448719259068345,0.36327584128384555,0.034079159106977785,0.028611075250131082,4.024592913994379e-11,2.191325883308366,6.662143566559621,0.0006616187390443542,0.3628114283261456,0.6741225499367152,0.012255311472830464,1.478230896732112,1.3485966466931085
LU0942195156,0.0006251747721927369,0.6437968377278297,0.19414263381798302,0.35037425977037595,2.1570743072290458e-13,0.9356151155196161,7.760708529824444,0.00037989091746192433,0.6435224807887118,0.0013541045406661972,0.05907684541115759,0.0006399922483411036,0.06752667403737031,0.6894056614344117,1.8361248892374689,0.40012563674469476,0.0011382141625756043,0.019481426627542733,0.0014718080694307953,-0.8211677250819045,0.20884046253804944,0.025583418280882498,2.0860999333506932e-14,2.245913923456062,-8.123539445142292,0.0013160454808879476,-0.8209242673806211,0.0011803997513778284,0.5932315524415899,0.19565722411294906,0.07538738873333886,1.6986915628430094e-13,1.7855308683532598,7.798253797369252,0.0009824372622118604,0.5929880599076323,0.05367520047400499,0.011670252128009474,1.340780120452955,1.4116270702980356,0.0005654446586079734,0.7501096115458734,0.31728915044749284,0.18021989842728833,1.6536009433438045e-64,1.3413216930500265,18.719527458262277,0.0004175809835277121,0.7501096059825123,0.0007741953008101639,-0.3875992821957995,0.021145635127505447,0.1253816786117469,5.995311820072956e-05,1.5342742299211565,-4.03586842425028,0.0006072694113105825,-0.3807502757054866,0.0006415981404054252,-0.6877333142970419,0.0887322239784516,0.18825661940642477,5.887142749638682e-17,1.3169466248888007,-8.56847136599545,0.00046968049896755715,-0.6876026429916153,0.0006986757187341001,0.286388476322058,0.02378000380865386,0.16647543575615925,2.0581127202171825e-05,1.384956384440967,4.285660687347021,0.0005237729296818228,0.28244647513199256,0.36710264405711024,0.014009138543895319,1.4285137339945777,1.3310714065014013,0.0006143793422117048,0.7490806205468845,0.29661984710185507,0.03417093375226713,3.1454214279488095e-98,2.1203604618681218,23.032727474884116,0.0005406609666953813,0.7490806204724898,0.0007678330174882037,-0.44374850704686264,0.02715964089512679,0.024446917833416307,3.996059081407224e-09,2.2527459639081924,-5.926271481652714,0.0006871259361416881,-0.44256440289969307,0.0008193034033570777,-0.6077169172480772,0.06583820419893494,0.014222538609647579,2.1553433463984108e-20,2.45501305311129,-9.416039198781048,0.0007489563133634034,-0.6076674443375788,0.0007450702541097868,0.36180712954083283,0.03384446877727687,0.02849357895155414,4.704611051429836e-11,2.1929495775941015,6.63835768529324,0.0006619300044122705,0.36133346049030085,0.6738254952193377,0.012248010240729633,1.478261972252647,1.3487161996591444
LU1046421795,0.0007683307095623697,0.6509548936219351,0.24572245775440194,0.1872389001597098,4.938228720487696e-17,1.3224138466409718,9.024576712536186,0.000563577293792746,0.6508765096929882,0.0015667066935130846,-0.16626171016701613,0.006275443534252134,0.01852716670814029,0.2101109853321158,2.3704216425616016,-1.2564904915000075,0.0014203115533757517,-0.11893510461289941,0.0015999516658913898,-0.6330139107293875,0.15363749947569683,0.009161783065889894,1.1086931739313971e-10,2.6264100277417377,-6.736594601718461,0.001484214863157058,-0.6322627248915164,0.0013987491435673138,0.38403227805099716,0.10150856306925837,0.02681008632215042,2.368188937558245e-07,2.22741740137397,5.314524006299411,0.0012479549054658472,0.3821429852112737,0.09183778578987345,0.010488667766562902,1.2995304111175685,1.2925618562214596,0.0007118178796145255,0.7885450831479555,0.38563854452284685,0.062328754824987155,8.034204851642187e-82,1.8667190775165998,21.755241575670823,0.0006017493669712795,0.788545082866995,0.000908313038108744,-0.6947376203131965,0.07471676448083986,0.052551899260679755,2.0189065207259847e-14,1.9416480491475305,-7.8029235996479525,0.0007779998065750001,-0.6944537930204947,0.0007891100383605118,-0.7345918802924358,0.11134099727445634,0.0858208510013572,4.059403882792419e-21,1.7201205651401754,-9.719538713614519,0.0006478241786893839,-0.7345477329979354,0.0008539795584575574,0.295404706094679,0.027826416375497653,0.07564610114722896,4.000743766624894e-06,1.778978387305155,4.645606327807302,0.0007098188266844693,0.2925677264710804,0.48704680907712733,0.01335800424471591,1.4150780218293775,1.2685492456242757,0.0006565244837017462,0.7463713598785215,0.34142183830883177,0.011813014140906356,3.0811524689832866e-116,2.5213582196755757,25.537730879262252,0.0006037724794112657,0.7463713598724674,0.0007765427121250824,-0.6154881369457788,0.060579804509740987,0.012671913477973357,7.66534660025768e-19,2.4964379104800245,-9.00687858027042,0.0007125727432726935,-0.6154127003607212,0.0008581487026157249,-0.6530695680211107,0.08815206668114439,0.005149140606201716,4.646255314646313e-27,2.802467463800997,-11.027964534926767,0.0008060932298596872,-0.6530589614428032,0.0007948629329130972,0.33302413141015846,0.03324475600677301,0.011915442765709845,7.010528660160093e-11,2.518303448248819,6.57723905980652,0.0007307999799397698,0.33256066626950676,0.7258454820076452,0.011374620741634913,1.3976396777772953,1.2428517470934708
LU1047850349,0.0006163322139594004,0.5889528433809367,0.2739463616290605,0.20819099801349697,3.9841618330767915e-19,1.2618159587062432,9.712217948589032,0.00044182428690990594,0.5889171885927557,0.0013644058418850018,-0.2452617705755908,0.01859863583061172,0.016051313298400312,0.03044338740075472,2.4242191293941606,-2.17664308319048,0.0012435914758219917,-0.21744377850064908,0.0013590205515086357,-0.4941926901450685,0.12753365015137497,0.01092406716784186,5.397883844986312e-09,2.5642848670911085,-6.045163569145336,0.0012544110201485722,-0.49302180273318463,0.001208976022107458,0.27782145752569043,0.07235361370149718,0.027928075990873474,1.4989429934706575e-05,2.2111892851396058,4.4157948557753794,0.0010765082041682508,0.2744640006254402,0.03545436704765002,0.008987514677891488,1.0706928028404001,1.047684514872355,0.0004608003739102558,0.7176752457883337,0.37691131194413297,0.19282568565332714,1.657089882369478e-79,1.3034304809227966,21.356512065218624,0.00033564769291599217,0.7176752454073446,0.0006340121379930686,-0.7026861876797188,0.09018932092376475,0.1380561061823518,3.194900150174101e-17,1.4846438939942588,-8.645452247319248,0.0004903557569278444,-0.7025625675450512,0.0004993901566644058,-0.8020937909917853,0.1566278650221713,0.22520412221840597,9.373292079173296e-30,1.2138001202564859,-11.833427738982492,0.00035103819838185356,-0.8020879695201539,0.0005371636061918732,0.41145405826239323,0.06369729939231172,0.21588926757914065,1.891979800439388e-12,1.2385726256691805,7.162061480766002,0.0003814948970933327,0.4111349944353525,0.28015542205861477,0.01229682010984189,1.1450064054171816,1.0501824766704497,0.000514376624775497,0.669381587638814,0.3258155782427451,0.033641490853056406,7.881842726706675e-110,2.1266725925730383,24.65680989158736,0.00045304576504843146,0.6693815876257113,0.0006088182340364019,-0.6215706816338609,0.07330143786266519,0.03202610249446877,1.31678060119743e-22,2.1464721198093644,-9.975331173235245,0.0005376499238938334,-0.6215417575749308,0.0006894045695505193,-0.6934603268835561,0.11792334820248906,0.012782420818272903,3.4447038246726895e-36,2.4933411850953604,-12.968419724207447,0.0006324367182034028,-0.6934587091444098,0.0006047830954940998,0.41256623918849,0.06053437608337875,0.03444164529936116,7.904972170177911e-19,2.1171652579801026,9.003283157740226,0.0005319839209890013,0.4125154913566839,0.5159663677963595,0.01044235787354483,1.1624710412831911,1.0368560407524041
LU1116431138,0.0004469845943237265,0.8188531734265507,0.5130363792398416,0.27246409567052615,6.066044610100275e-41,1.0998300873539963,16.229151944352292,0.0002981710648623137,0.8188531001483325,0.0014819884113059533,-0.3222715863792252,0.031109784600658497,0.009644234405085607,0.0049839642348736045,2.6084045783546723,-2.833226018082014,0.0013728370660410255,-0.3033146745011835,0.0014681340923473319,-0.5946182093194285,0.17887109376170585,0.005337350916646026,2.344772430462332e-12,2.8105443331357245,-7.379627068818557,0.0013797931904567314,-0.5942472665669383,0.0012727608718263225,0.38066952159463807,0.13160017490211173,0.018640615267671686,2.965916751351713e-09,2.368111860748562,6.1551462135349695,0.001153557400747731,0.3798615388789819,0.05981770314076128,0.00913111502698148,1.1600088958138433,1.1396071762457123,0.0004119322659348585,0.8644258425172887,0.6671498579540299,0.07865443026724503,2.7446693519449337e-182,1.7609367569836463,38.875232424205414,0.0003411277929979205,0.8644258425172887,0.000623855191197823,-0.8051581465790703,0.14447055519495733,0.09652366785307802,2.150122655850474e-27,1.6640213326851108,-11.28386452092887,0.0005057120508193545,-0.8051480223702213,0.0005387840392475551,-0.6281720963725133,0.11720892341316125,0.15782673863427174,3.2572206266391156e-22,1.4138225840006107,-10.00545963158969,0.0004077453998006764,-0.6281437326822553,0.0005810473131815125,0.28813343235043254,0.038110996142893594,0.14469593546323872,6.26961973119204e-08,1.460038774808708,5.465732125446295,0.000446112281907966,0.2869148458825006,0.27866607659893006,0.011131803808808639,1.1489973095030168,1.0552127555044546,0.0003141774964525368,0.8396084227454793,0.6155977720404089,0.05963722387410317,1.938557194349319e-263,1.8851697638336475,44.884448380510925,0.00026648431993603095,0.8396084227454793,0.00043669286130785026,-0.7582515767936083,0.13100179314357308,0.08169322820473741,2.7163979399102933e-40,1.7423406548332658,-13.771127542014325,0.0003602235532384374,-0.7582507841305456,0.0005511716480691381,-0.5454108485907039,0.08760386172313839,0.03191167937792768,6.801676365235384e-27,2.1479068318517327,-10.990317192931597,0.00048683435492632776,-0.5454016506700067,0.0004802939422962298,0.3391105392274851,0.049115256688758824,0.06726773804541607,1.7474575377776562e-15,1.8314636522101142,8.060919608477672,0.0004033609630029876,0.3390035035943313,0.33175513210156443,0.009527641550527361,1.1523582449297793,1.0778004394404992
LU1235294995,0.0008077549168424763,0.6139498836250494,0.22655737237238893,0.16342186074909548,1.1823926556027171e-15,1.3977676725832053,8.557463428268028,0.0006081198529631168,0.6138319401891481,0.0015624093981166122,-0.16294069029265415,0.006247242169765244,0.016826060918470415,0.21114168899712055,2.406640573019386,-1.2536462374649615,0.0014216089224961329,-0.1164273093273509,0.0015940517044119283,-0.6127886026422192,0.1492318005213733,0.008388104081090272,2.1512164186517158e-10,2.6571452812288574,-6.62208985938272,0.00148223186332005,-0.611973197220895,0.0013984762550764934,0.37426809962893504,0.09993143992334452,0.024352099686858548,2.9702475434025137e-07,2.26527376761128,5.268455074510149,0.0012533121638743355,0.3723400338563416,0.09098202510936858,0.01030233529381812,1.2748069750061597,1.2579878878781408,0.0007241779858886003,0.7678732912501094,0.3755033195344981,0.05666984174036394,3.887889329206575e-79,1.9087803005453436,21.292541194297765,0.000616810553606711,0.7678732908155427,0.0009145222636081179,-0.6890382981799796,0.07546931787818023,0.047864499301191264,1.4784018209057354e-14,1.9817988256422596,-7.845312023425446,0.0007884818010255028,-0.6887684822164076,0.0007972402426638907,-0.7246002282753415,0.11124156002924968,0.07865709797555781,4.236151325202932e-21,1.7609210099717558,-9.714654045725847,0.0006602054222549827,-0.7245564682242018,0.000860394977625293,0.29362554753855247,0.028230425042367835,0.06967168652089872,3.39781179440877e-06,1.8166236403141198,4.680181899110572,0.0007205173545003801,0.2909014875545021,0.49139674449780824,0.013182231864980807,1.396535683435764,1.2461971281178026,0.0006736573659300383,0.7232646726307443,0.32774631073463134,0.009735099307302292,1.2939562412628045e-110,2.5890517110218916,24.76524503045784,0.0006230716161627174,0.7232646726180418,0.0007869519615779084,-0.6122916281765308,0.06128681878457154,0.010617517897579577,4.7468569693426155e-19,2.5588692901406267,-9.06269578610489,0.0007260480186763905,-0.6122206574011096,0.0008685206019476391,-0.6424957561700642,0.08721999827329052,0.0042225416145690335,8.880908291267952e-27,2.866271170518045,-10.963905893113406,0.0008190924501570726,-0.6424846310057536,0.0008062502012661773,0.3276635798253825,0.032899555239021994,0.009929598003711257,8.819493018250092e-11,2.5821953759643472,6.541834344013042,0.0007452913698338123,0.3271911409634963,0.738197170722356,0.011250205024129527,1.3874451339227607,1.2278239589340796
LU1311310541,0.0004027705530917876,0.7440176671447322,0.348013625667672,0.43826672131420785,5.109534187027956e-25,0.7763661344752334,11.551778916137492,0.00021746596039777435,0.7440105105008212,0.0012526978743940386,0.040553607766616345,0.0004047674918452593,0.05021340201061318,0.7506207740286415,1.9676530133772776,0.3181710997680417,0.0010775900732771316,0.011051737870310729,0.001343710428221782,-0.6461954100434142,0.17357419251694817,0.02091460183574946,5.314033865545069e-12,2.3242399962463005,-7.246205489886732,0.0012122178978917065,-0.6457347539609934,0.0010908006287504498,0.5405951944593176,0.2180711822315763,0.05365612428316276,4.711547595279586e-15,1.9387591589505182,8.349981893444925,0.0009338536444929674,0.5404673973235232,0.026853731118534473,0.010073420943646048,1.2105855144937407,1.2641560647384547,0.0004214609506891686,0.7762886110317682,0.5431466998477459,0.12273642410709913,2.142944434948686e-130,1.545121662650353,29.94028032664292,0.0003315692637764541,0.776288611031691,0.000625749226765058,-0.5481687369520436,0.0676002476790517,0.10861323632037866,3.80675324660878e-13,1.6063612705400614,-7.393647508277354,0.0005002137472298526,-0.5478315319957487,0.000540506465462261,-0.5425635108832977,0.08826882837677574,0.1612496574019808,7.149037764390043e-17,1.402258407481032,-8.54389598032041,0.00040751988936490113,-0.5424578574280726,0.0005326991449263013,0.3680371881252329,0.06276957737971145,0.17345777528200823,2.7677620778291466e-12,1.3624657201222525,7.10619444054597,0.0003963128738200294,0.36773539407671435,0.2645758071462868,0.0110787365111532,1.1088677872239987,1.0161611606534517,0.0003534746478345466,0.7675598405942143,0.5108061977420646,0.06124504150561217,1.5172985393167377e-197,1.873398802495847,36.24331607189601,0.00029918068914741705,0.7675598405942141,0.0004942149302082594,-0.5416774581365225,0.06637741354990512,0.0582454473866476,1.4930088878828858e-20,1.8955738393526413,-9.457248669849935,0.000419967982791309,-0.5416351416256544,0.0005722345264967141,-0.4595312857105618,0.061743903059109706,0.028621763499654163,3.481651319111073e-19,2.1911784666810696,-9.098643785948598,0.0005082673264942659,-0.45947990213812745,0.0004710747544321645,0.425933227638316,0.07693165757345855,0.06950804650144644,1.0889678012676532e-23,1.816653661643999,10.239433673165504,0.0003944926723450722,0.42591800773199884,0.3524717245570359,0.009560981054305273,1.1308278562956537,1.0475889606564144
LU1311311358,0.0004344997957817193,0.7428998329142797,0.34651976396439643,0.4039380025576613,6.816116879887805e-25,0.8360270855750246,11.513776123157212,0.00024617494730588124,0.7428924102328017,0.0012829783432049793,0.041125691917287086,0.00041572946414414336,0.04508901057114654,0.7473794389938493,2.0139224808238376,0.3224524643308375,0.00111174674701898,0.011335459476198273,0.001374215551453992,-0.6467557420387404,0.17365038044109704,0.01827616492591821,5.25204099777336e-12,2.375576551613418,-7.248129733907351,0.0012464672685853452,-0.6462955728403694,0.0011213957976097114,0.5400967595179904,0.21738761440268706,0.047571810031024696,5.263313720520321e-15,1.990978301268943,8.333242963779677,0.0009682560121160125,0.5399669250101328,0.034523539814797256,0.01007994387434305,1.2165045797691145,1.2608599218557448,0.00044950274962734447,0.7757967252492364,0.542864446270886,0.0997624492838008,2.705498097485845e-130,1.6480332692450692,29.923257696895824,0.0003630058386783675,0.775796725249158,0.0006536635762948408,-0.5477964215163701,0.06755895788161237,0.09364229935254745,3.871978482017257e-13,1.6786106445399616,-7.391225514803485,0.0005316683195022432,-0.5474586284465536,0.0005686012922730235,-0.5416795916578547,0.08804727977060822,0.14049066649749983,7.844384788550853e-17,1.4755184405884116,-8.532130370953537,0.00043858483571474735,-0.5415728619466192,0.0005605853188879414,0.36803296499183347,0.06281509735724611,0.15188407589533928,2.716596358915524e-12,1.4343602819585566,7.108943288077695,0.0004270159221918862,0.3677320028434858,0.285656567538488,0.011074590326830249,1.1110557180617382,1.0102333083835058,0.0003796163629061697,0.7662588585447984,0.5097122705084727,0.0445428833513316,6.190335884725256e-197,2.0109582475797487,36.16407429423543,0.0003288007867984598,0.7662588585447981,0.0005202887381120702,-0.5398597196691252,0.06601506446610261,0.04610127995860643,1.9108392744724838e-20,1.9964397613151028,-9.429570474779299,0.0004496241789940471,-0.5398163615433428,0.0005979928053307122,-0.4589874381332131,0.06167482303737404,0.02211902713975767,3.6486668494966827e-19,2.2911570852647567,-9.093217768327431,0.0005375062183660287,-0.458935836137289,0.0004968564124709794,0.42575511092560625,0.07696339010864828,0.05542508941557735,1.0654577230163048e-23,1.9173079515585008,10.241721263143905,0.0004238174432041708,0.425739932146517,0.3848902830221299,0.009555011085513161,1.1330813344384214,1.0409185284386588
